Name,Department,Affiliation,Homepage,Matched Areas
Roberto Martin Martin,University of Texas at Austin,University of Texas at Austin,https://robertomartinmartin.com,"cvpr, iclr, icml, icra, iros, nips, rss"
Roberto Martínez-Maldonado,Monash University,Monash University,https://research.monash.edu/en/persons/roberto-martinez-maldonado,"chiconf, ubicomp"
Roberto Palmieri,Lehigh University,Lehigh University,http://www.cse.lehigh.edu/~palmieri,"nsdi, sosp"
Roberto Perdisci,University of Georgia,University of Georgia,http://roberto.perdisci.com,"ccs, imc, ndss, nsdi, oakland, sigcomm, usenixsec, www"
Roberto Solis-Oba,Western University,Western University,http://www.csd.uwo.ca/faculty/solis,"soda, stoc"
Roberto Tamassia,Brown University,Brown University,http://cs.brown.edu/~rt,"ccs, crypto, eurocrypt, focs, oakland, pets, sigmod, soda, stoc, vldb"
Roberto V. Zicari,Goethe University Frankfurt,Goethe University Frankfurt,http://www.bigdata.uni-frankfurt.de/people,"icde, sigmod, vldb"
Roberto Yus,Univ. of Maryland - Baltimore County,Univ. of Maryland - Baltimore County,https://robertoyus.com,"pets, vldb"
Robin Cohen,University of Waterloo,University of Waterloo,https://cs.uwaterloo.ca/~rcohen,"aaai, ijcai"
Robin D. Burke,University of Colorado Boulder,University of Colorado Boulder,http://www.that-recsys-lab.net/home/people/burke,"aaai, ijcai, kdd"
Robin D. Dowell,University of Colorado Boulder,University of Colorado Boulder,http://dowell.colorado.edu,recomb
Robin Jia,University of Southern California,University of Southern California,https://robinjia.github.io,"acl, emnlp, iclr, icml, naacl, nips"
Robin Kravets,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rhk,"mobicom, mobisys"
Robin R. Murphy,Texas A&M University,Texas A&M University,http://faculty.cs.tamu.edu/murphy,"aaai, icra, ijcai, iros"
Robin Walters 0001,Northeastern University,Northeastern University,https://www.khoury.northeastern.edu/people/robin-walters,"iclr, icml, icra, nips, rss"
Robin Welsch,Aalto University,Aalto University,https://www.aalto.fi/en/people/robin-welsch,"chiconf, ubicomp, vr"
Robyn R. Lutz,Iowa State University,Iowa State University,http://www.cs.iastate.edu/~rlutz,"ase, fse, icse"
Rocco A. Servedio,Columbia University,Columbia University,http://www.cs.columbia.edu/~rocco,"focs, icml, lics, nips, soda, stoc"
Roch Guérin,Washington University in St. Louis,Washington University in St. Louis,https://www.cse.wustl.edu/~guerin,"crypto, emsoft, mobicom, rtas, rtss, sigcomm"
Rocky Slavin,University of Texas at San Antonio,University of Texas at San Antonio,http://galadriel.cs.utsa.edu/~rslavin,"icse, oakland"
Roderic A. Grupen,University of Massachusetts Amherst,University of Massachusetts Amherst,https://www.cics.umass.edu/faculty/directory/grupen_roderic,"aaai, cvpr, icml, icra, ijcai, iros, nips, rss"
Roderich Groß,TU Darmstadt,TU Darmstadt,https://www.informatik.tu-darmstadt.de/fb20/organisation_fb20/professuren_und_gruppenleitungen/index.en.jsp,"icra, iros, nips, rss"
Rodion M. Podorozhny,Texas State University,Texas State University,http://www.cs.txstate.edu/~rp31,"fse, icse"
Rodney D. Nielsen,University of North Texas,University of North Texas,http://www.cse.unt.edu/~nielsen,"aaai, acl, emnlp, ijcai, naacl"
Roei Tell,University of Toronto,University of Toronto,https://sites.google.com/site/roeitell,"focs, stoc"
Roel Vertegaal,Queen’s University,Queen’s University,http://www.hml.queensu.ca/people/roelvertegaal,"chiconf, uist"
Rogelio Enrique Cardona-Rivera,University of Utah,University of Utah,http://rogel.io,chiconf
Roger Azevedo,University of Central Florida,University of Central Florida,https://www.ist.ucf.edu/People/Roger-Azevedo,"aaai, vr"
Roger B. Grosse,University of Toronto,University of Toronto,https://www.cs.toronto.edu/~rgrosse,"aaai, iccv, iclr, icml, nips"
Roger Crawfis,Ohio State University,Ohio State University,http://web.cse.ohio-state.edu/~crawfis,"eurographics, sc, siggraph, vis"
Roger D. Chamberlain,Washington University in St. Louis,Washington University in St. Louis,https://www.ccrc.wustl.edu/~roger,"dac, ics, sc"
Roger Espasa,Polytechnic University of Catalonia,Polytechnic University of Catalonia,http://engineering.academickeys.com/browse_whoswho_by_institution/Polytechnic_University_of_Catalonia?&start=104,"hpca, isca, micro, sc, siggraph"
Roger Mailler,University of Tulsa,University of Tulsa,https://faculty.utulsa.edu/~/roger-mailler,ijcai
Roger Nkambou,Université du Québec à Montréal,Université du Québec à Montréal,http://gdac.uqam.ca/nkambou,"aaai, icra"
Roger T. Hartley,New Mexico State University,New Mexico State University,http://www.cs.nmsu.edu/~rth/publications/Publications.html,ijcai
Roger Villemaire,Université du Québec à Montréal,Université du Québec à Montréal,https://professeurs.uqam.ca/professeur/villemaire.roger,"aaai, cav"
Roger Wattenhofer,ETH Zurich,ETH Zurich,https://disco.ethz.ch,"aaai, acl, chiconf, ec, emnlp, eurosys, focs, iclr, icml, ijcai, imc, kdd, mobicom, nips, oakland, osdi, sensys, sigcomm, soda, stoc, ubicomp, wine"
Roghayeh Barmaki,University of Delaware,University of Delaware,https://www.cis.udel.edu/people/faculty-profile/?id=263,aaai
Rohan Basu Roy,University of Utah,University of Utah,https://rohanbasuroy.github.io,"asplos, hpca, hpdc, isca, pldi, sc, sigmetrics, usenixatc"
Rohan Chandra,University of Virginia,University of Virginia,https://engineering.virginia.edu/faculty/rohan-chandra,"aaai, cvpr, eccv, icra, iros"
Rohan Padhye,Carnegie Mellon University,Carnegie Mellon University,https://rohan.padhye.org,"ase, icse, issta, nsdi, oopsla, sosp, usenixsec"
Rohini K. Srihari,University at Buffalo,University at Buffalo,https://cse.buffalo.edu/~rohini,"aaai, acl, cvpr, emnlp, icml, ijcai, kdd, naacl, vldb"
Rohit Babbar,Aalto University,Aalto University,https://research.aalto.fi/en/persons/rohit-babbar,"iclr, icml, kdd, nips, sigir, www"
Rohit Chadha,University of Missouri,University of Missouri,https://engineering.missouri.edu/faculty/rohit-chadha,"cav, ccs, lics, oopsla, popl"
Rohit Parikh,CUNY,CUNY,http://www.sci.brooklyn.cuny.edu/cis/parikh,"focs, ijcai, lics, popl, stoc"
Roie Levin,Rutgers University,Rutgers University,https://roielevin.com,"eccv, emnlp, focs, nips, soda"
Roisin McNaney,Monash University,Monash University,https://research.monash.edu/en/persons/roisin-mcnaney,"chiconf, ubicomp"
Roland Meyer 0001,TU Braunschweig,TU Braunschweig,https://www.tcs.cs.tu-bs.de/group/meyer,"cav, dac, lics, oopsla, pets, pldi, popl"
Roland Wismüller,University of Siegen,University of Siegen,https://www.bs.informatik.uni-siegen.de/mitarbeiter/wismueller/index_html,pldi
Rolf Backofen,University of Freiburg,University of Freiburg,http://www.bioinf.uni-freiburg.de/~backofen,"acl, ismb, recomb"
Rolf Drechsler,University of Bremen,University of Bremen,http://www.informatik.uni-bremen.de/agra/eng/team.php,"cav, dac, iccad, sigcse"
Rolf Krause,Università della Svizzera italiana,Università della Svizzera italiana,http://search.usi.ch/people/385ec98e41e4068a2f61ba6cdbf33c9d/Krause-Rolf,sc
Rolf Niedermeier,TU Berlin,TU Berlin,https://www.akt.tu-berlin.de/index.php?id=110570,"aaai, ec, ijcai, kdd, wine"
Rolf Stadler,KTH Royal Institute of Technology,KTH Royal Institute of Technology,https://www.kth.se/profile/stadler,hpdc
Rolf Wanka,University of Erlangen–Nuremberg,University of Erlangen–Nuremberg,https://www12.informatik.uni-erlangen.de/people/rwanka,focs
Rolf-Rainer Grigat,Hamburg University of Technology,Hamburg University of Technology,https://www.tuhh.de/bvs/institut/home.html,"iccv, icra"
Romain Lopez,New York University,New York University,https://romain-lopez.github.io,"aaai, iclr, nips, recomb"
Romain Rouvoy,CRIStAL,CRIStAL,http://romain.rouvoy.fr,"ase, eurosys, ndss, oakland, pets, usenixsec, www"
Roman Garnett,Washington University in St. Louis,Washington University in St. Louis,https://www.cse.wustl.edu/~garnett,"aaai, eurographics, icml, kdd, nips, vis"
Roman Klinger,University of Bamberg,University of Bamberg,https://www.uni-bamberg.de/en/nlproc/team/prof-dr-roman-klinger,"acl, emnlp, iclr, ismb, naacl"
Roman Obermaisser,University of Siegen,University of Siegen,https://networked-embedded.de/es/index.php/staff.html,"rtas, rtss"
Romit Roy Choudhury,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://croy.web.engr.illinois.edu,"aaai, chiconf, icml, icra, mobicom, mobisys, ndss, nsdi, sigcomm, ubicomp, www"
Ron Alterovitz,University of North Carolina,University of North Carolina,https://www.cs.unc.edu/~ron,"aaai, eccv, iccv, icra, iros, rss, siggraph"
Ron Cytron,Washington University in St. Louis,Washington University in St. Louis,https://www.cs.wustl.edu/~cytron,"emsoft, ics, isca, pldi, popl, rtas, sc"
Ron G. van Schyndel,RMIT University,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/v/van-schyndel-dr-ron,vr
Ron Goldman 0002,Rice University,Rice University,https://www.cs.rice.edu/~rng,siggraph
Ron Kikinis,University of Bremen,University of Bremen,http://www.mic.uni-bremen.de/cmt-management-team/ron-kikinis,"cvpr, iros, sc, vis"
Ron O. Dror,Stanford University,Stanford University,http://cs.stanford.edu/people/rondror,"asplos, fast, hpca, iclr, icml, isca, nips, recomb, sc"
Ron Steinfeld,Monash University,Monash University,https://research.monash.edu/en/persons/ron-steinfeld,"ccs, crypto, eurocrypt, ndss, oakland"
Ron Weiss,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://be.mit.edu/directory/ron-weiss,"icra, sigir"
Ron van der Meyden,UNSW,UNSW,http://www.cse.unsw.edu.au/~meyden,"aaai, ccs, ijcai, lics, oakland, pods"
Ronak Etemadpour,CUNY,CUNY,https://www.ccny.cuny.edu/profiles/ronak-etemadpour,eurographics
Ronald A. Metoyer,University of Notre Dame,University of Notre Dame,https://engineering.nd.edu/profiles/rmetoyer,"chiconf, eurographics, icse, ijcai, vis"
Ronald A. Rensink,University of British Columbia,University of British Columbia,https://www.cs.ubc.ca/~rensink,"eurographics, vis"
Ronald Baecker,University of Toronto,University of Toronto,http://ron.taglab.ca,"chiconf, icse, siggraph"
Ronald F. DeMara,University of Central Florida,University of Central Florida,http://cal.ucf.edu,"dac, isca, sc"
Ronald Fedkiw,Stanford University,Stanford University,http://cs.stanford.edu/~fedkiw,"cvpr, eurographics, siggraph"
Ronald G. Dreslinski,University of Michigan,University of Michigan,https://web.eecs.umich.edu/~rdreslin,"asplos, dac, emsoft, hpca, iccad, ics, isca, micro, oakland, rtas, sc, sigcse, usenixatc, vldb"
Ronald Garcia,University of British Columbia,University of British Columbia,http://www.cs.ubc.ca/~rxg,"icfp, oopsla, popl"
Ronald J. Brachman,Cornell University,Cornell University,http://brachman.org,"aaai, acl, icse, ijcai, kdd, sigir, sigmod"
Ronald L. Graham,Univ. of California - San Diego,Univ. of California - San Diego,https://cseweb.ucsd.edu/~rgraham,"dac, iccad, soda, sosp, stoc"
Ronald L. Rivest,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/rivest,"aaai, ccs, crypto, dac, eurocrypt, focs, nips, nsdi, soda, stoc, ubicomp, usenixsec"
Ronald Parr,Duke University,Duke University,https://users.cs.duke.edu/~parr,"aaai, icml, icra, ijcai, iros, nips, vldb"
Ronald Rosenfeld,Carnegie Mellon University,Carnegie Mellon University,http://www.cs.cmu.edu/~roni,"aaai, chiconf, icml, ijcai, ismb, kdd, nips, recomb, uist, www"
Ronald S. Fearing,Univ. of California - Berkeley,Univ. of California - Berkeley,https://robotics.eecs.berkeley.edu/~ronf,"iclr, icra, iros, rss"
Ronaldo Menezes,Florida Institute of Technology,Florida Institute of Technology,https://cs.fit.edu/~rmenezes/Home.html,icde
Rong Chen 0001,Shanghai Jiao Tong University,Shanghai Jiao Tong University,http://ipads.se.sjtu.edu.cn/~rchen,"eurosys, hpdc, icse, nsdi, osdi, sosp, usenixatc, vldb"
Rong Ge 0001,Duke University,Duke University,https://users.cs.duke.edu/~rongge,"ec, emnlp, focs, iclr, icml, nips, soda, stoc"
Rong Ge 0002,Clemson University,Clemson University,https://people.cs.clemson.edu/~rge,"ccs, ics, kdd, sc"
Rong Xie,Wuhan University,Wuhan University,https://cs.whu.edu.cn/info/1019/2883.htm,"aaai, cvpr, eccv, iccv, sigir"
Rong Zheng 0001,McMaster University,McMaster University,http://www.cas.mcmaster.ca/~rzheng,"mobicom, rtss, ubicomp"
Ronghui Gu,Columbia University,Columbia University,https://www.cs.columbia.edu/~rgu,"asplos, cav, iclr, oakland, oopsla, osdi, pldi, popl, sosp, usenixsec"
Rongqing Hui,University of Kansas,University of Kansas,http://www.ittc.ku.edu/~hui,ccs
Rongrong Ji,Xiamen University,Xiamen University,https://mac.xmu.edu.cn/rrji,"aaai, ase, cvpr, eccv, emnlp, iccv, iclr, icml, ijcai, issta, kdd, naacl, nips"
Rongxin Wu,Xiamen University,Xiamen University,https://wurongxin1987.github.io/wurongxin.xmu.edu.cn,"ase, fse, icse, issta, oakland, pldi, popl, usenixatc"
Rongxing Lu,University of New Brunswick,University of New Brunswick,http://www.cs.unb.ca/~rlu1,"cvpr, www"
Roni Khardon,Indiana University,Indiana University,http://homes.sice.indiana.edu/rkhardon,"aaai, icml, icra, ijcai, kdd, nips, pods, rss"
Roni Sengupta,University of North Carolina,University of North Carolina,https://cs.unc.edu/person/roni-sengupta,"cvpr, eccv, iccv, iclr, nips"
Ronitt Rubinfeld,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/ronitt,"crypto, focs, icde, iclr, icml, icra, nips, pods, soda, stoc, vldb"
Ronnie E. S. Santos,University of Calgary,University of Calgary,https://www.drdesouzasantos.ca,icse
Roopa Vishwanathan,New Mexico State University,New Mexico State University,https://www.cs.nmsu.edu/~roopa,ccs
Roope Raisamo,Tampere University,Tampere University,https://www.tuni.fi/en/roope-raisamo,chiconf
Roozbeh Jafari,Texas A&M University,Texas A&M University,http://jafari.tamu.edu/rjafari,"dac, rtas"
Roque Marín,University of Murcia,University of Murcia,http://perseo.inf.um.es/~roque,"icra, ijcai"
Rosa I. Arriaga,Georgia Institute of Technology,Georgia Institute of Technology,https://sites.google.com/view/riarriaga/home,"chiconf, focs, icml, ubicomp"
Rosanna Bellini,New York University,New York University,https://www.rosiebellini.com,"chiconf, oakland, usenixsec"
Rosario Gennaro,CUNY,CUNY,http://www-cs.ccny.cuny.edu/~rosario,"ccs, crypto, eurocrypt, focs, icfp, stoc"
Rose Yu,Univ. of California - San Diego,Univ. of California - San Diego,http://roseyu.com,"aaai, iclr, icml, icra, kdd, nips"
Roshan Lalintha Peiris,Rochester Institute of Technology,Rochester Institute of Technology,https://www.rit.edu/directory/rxpics-roshan-peiris,"chiconf, ijcai, ubicomp, uist, vr"
Ross Maciejewski,Arizona State University,Arizona State University,http://rmaciejewski.faculty.asu.edu,"chiconf, eurographics, iclr, kdd, vis, www"
Ross T. Whitaker,University of Utah,University of Utah,http://www.cs.utah.edu/~whitaker,"aaai, cvpr, eccv, eurographics, iccv, icml, siggraph, vis"
Rosta Farzan,University of Pittsburgh,University of Pittsburgh,http://rosta-farzan.net,chiconf
Roxana Geambasu,Columbia University,Columbia University,https://roxanageambasu.github.io,"ccs, eurosys, oakland, osdi, pets, sigmod, sosp, usenixsec, www"
Roy Adams,Johns Hopkins University,Johns Hopkins University,https://royadams.github.io,icml
Roy Fox,Univ. of California - Irvine,Univ. of California - Irvine,https://roydfox.com,"aaai, iclr, icml, icra, nips, oopsla"
Roy M. Turner,University of Maine,University of Maine,https://umaine.edu/scis/faculty-and-staff/roy-m-turner,icra
Roya Ensafi,University of Michigan,University of Michigan,https://ensa.fi,"ccs, imc, ndss, oakland, pets, sigmetrics, usenixsec, www"
Ruben Gamboa,University of Wyoming,University of Wyoming,https://www.uwyo.edu/cosc/cosc-directory/ruben/index.html,"sigcse, vldb, vr"
Ruben Mayer,University of Bayreuth,University of Bayreuth,https://ruben-mayer.com,"icde, ijcai, sigmod, vldb"
Ruby B. Lee,Princeton University,Princeton University,https://www.princeton.edu/~rblee,"aaai, asplos, ccs, cvpr, dac, hpca, iccad, isca, micro, oakland"
Rudi Knorr,University of Augsburg,University of Augsburg,https://www.informatik.uni-augsburg.de/lehrstuehle/lks/mitarbeiter/knorr,emsoft
Rudolf Eigenmann,University of Delaware,University of Delaware,https://www.cis.udel.edu/people/faculty-profile/?id=1141,"hpdc, ics, isca, pldi, sc"
Rudolf Fleischer,Fudan University,Fudan University,http://www.tcs.fudan.edu.cn/~rudolf,"soda, stoc"
Rudra Dutta,North Carolina State University,North Carolina State University,http://dutta.csc.ncsu.edu,sigmetrics
Rudy Darken,Naval Postgraduate School,Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567683,"chiconf, vr"
Ruhui Ma,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/en/PeopleDetail.aspx?id=329,"aaai, cvpr, eccv, emnlp, iccv, icml, ijcai, kdd, nips"
Rui Fan 0004,ShanghaiTech University,ShanghaiTech University,https://sist.shanghaitech.edu.cn/sist_en/2020/0814/c7582a54758/page.htm,ics
Rui Huang 0001,CUHK (SZ),CUHK (SZ),https://myweb.cuhk.edu.cn/ruihuang,"aaai, cvpr, eccv, iccv, icra, ijcai, iros"
Rui Kuang,University of Minnesota,University of Minnesota,http://www-users.cs.umn.edu/~kuang,ismb
Rui Li 0002,Rochester Institute of Technology,Rochester Institute of Technology,https://www.rit.edu/directory/rxlics-rui-li,"aaai, cvpr, ijcai, nips"
Rui Mao 0001,Shenzhen University,Shenzhen University,https://www.sics.ac.cn/mao/szu/eng,"dac, emnlp, hpca, icde, ijcai, nips, sigmod, vldb, www"
Rui Wang 0004,Zhejiang University,Zhejiang University,http://www.cad.zju.edu.cn/home/rwang,"cvpr, eurographics, ijcai, siggraph, siggraph-asia, vr"
Rui Wang 0015,Shanghai Jiao Tong University,Shanghai Jiao Tong University,http://bcmi.sjtu.edu.cn/home/wangrui,"aaai, acl, emnlp, iclr, icml, ijcai, naacl, nips"
Rui Yan 0001,Renmin University of China,Renmin University of China,http://www.ruiyan.me,"aaai, acl, cvpr, emnlp, iccv, icde, iclr, icml, ijcai, kdd, naacl, nips, sigir, www"
Rui Yu 0002,University of Louisville,University of Louisville,https://ruiyu0.github.io,"chiconf, cvpr, eccv, icra, iros"
Rui Zhang 0007,University of Delaware,University of Delaware,https://www.eecis.udel.edu/~ruizhang,"ccs, mobicom, ndss, oakland"
Rui Zhang 0037,Pennsylvania State University,Pennsylvania State University,https://ryanzhumich.github.io,"aaai, acl, emnlp, iclr, micro, naacl, nips, usenixsec"
Rui Zhao 0005,University of Nebraska - Omaha,University of Nebraska - Omaha,https://sites.google.com/view/ruizhao/home,www
Ruifeng Xu 0001,Harbin Institute of Technology,Harbin Institute of Technology,http://www.hitsz.edu.cn/teacher/view/id-492.html,"aaai, acl, emnlp, iclr, ijcai, naacl, nips, sigir, www"
Ruihong Huang,Texas A&M University,Texas A&M University,https://engineering.tamu.edu/cse/people/huang-ruihong,"aaai, acl, emnlp, naacl, nips, sigir, sigmod, vldb"
Ruihua Song,Renmin University of China,Renmin University of China,http://ai.ruc.edu.cn/faculty/rsong,"aaai, acl, cvpr, iclr, ijcai, kdd, naacl, nips, sigir, www"
Ruihui Li,Hunan University,Hunan University,https://liruihui.github.io,"aaai, cvpr, eurographics, iccv, iclr, siggraph, siggraph-asia, ubicomp"
Ruimao Zhang,CUHK (SZ),CUHK (SZ),http://zhangruimao.site,"aaai, cvpr, eccv, iccv, iclr, icml, icra, ijcai, nips"
Ruimin Hu,Wuhan University,Wuhan University,https://cs.whu.edu.cn/info/1019/2880.htm,"aaai, cvpr, eurographics, ijcai, nips"
Ruimin Shen,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/~shen-rm/index_2.html,"aaai, ase, ijcai, www"
Ruimin Sun,Florida International University,Florida International University,https://www.ruiminsun.com,"ndss, oakland, usenixsec"
Ruini Xue,UESTC,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2004.htm,ics
Ruiping Wang 0001,Chinese Academy of Sciences,Chinese Academy of Sciences,http://vipl.ict.ac.cn/homepage/rpwang/index.htm,"aaai, cvpr, eccv, iccv, iclr, icml, iros, nips"
Ruiqin Xiong,Peking University,Peking University,http://idm.pku.edu.cn/staff/xiongruiqin/home.html,"aaai, cvpr, iccv, ijcai, nips"
Ruishan Liu,University of Southern California,University of Southern California,https://viterbi-web.usc.edu/~ruishanl,"iclr, icml"
Ruitao Xie,Shenzhen University,Shenzhen University,https://rtxie.github.io,icde
Ruixiang Tang,Rutgers University,Rutgers University,https://www.ruixiangtang.net,"aaai, emnlp, iclr, kdd, nips, www"
Ruixuan Li 0001,HUST,HUST,http://faculty.hust.edu.cn/rxli/en/index.htm,"aaai, acl, cvpr, dac, eccv, icde, iclr, icml, ijcai, kdd, nips, www"
Ruiyuan Li,Chongqing University,Chongqing University,http://www.kangry.net/blog/?type=about-me,"aaai, icde, kdd, ubicomp, vldb, www"
Ruizhe Ma,University of Massachusetts Lowell,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/Ma-Ruizhe.aspx,sigcse
Ruizhen Hu,Shenzhen University,Shenzhen University,http://csse.szu.edu.cn/staff/ruizhenhu,"cvpr, eccv, eurographics, iccv, iclr, icra, siggraph, siggraph-asia, vis"
Rumi Chunara,New York University,New York University,https://rumichunara.github.io,icml
Runhua Xu,Beihang University,Beihang University,https://runhua.me,"aaai, ccs, nips"
Runmin Cong,Shandong University,Shandong University,https://rmcong.github.io,"aaai, cvpr, eccv, iccv, iclr, icml, nips"
Runyao Duan,University of Technology Sydney,University of Technology Sydney,https://www.uts.edu.au/staff/runyao.duan,"ijcai, popl"
Runzhou Tao,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/people/rztao,"cvpr, focs, osdi, pldi, popl, soda, sosp"
Ruohan Gao,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/people/rhgao,"cvpr, eccv, iccv, iclr, icra, nips"
Ruoming Jin,Kent State University,Kent State University,http://www.cs.kent.edu/~jin,"aaai, emnlp, icde, icml, ics, ijcai, kdd, nips, sigmetrics, sigmod, vldb, www"
Ruonan Liu,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://automation.sjtu.edu.cn/Ruonan,"iros, nips"
Ruosong Wang,Peking University,Peking University,https://cfcs.pku.edu.cn/english/people/faculty/ruosongwang/index.htm,"aaai, focs, iclr, icml, nips, soda, stoc"
Ruoxi Jia 0001,Virginia Tech,Virginia Tech,https://ece.vt.edu/people/profile/ruoxijia.html,"aaai, acl, ccs, cvpr, emnlp, iccv, iclr, icml, naacl, nips, pets, usenixsec, vldb"
Ruoyu Li 0003,Shenzhen University,Shenzhen University,https://ruoyu-li.github.io,"kdd, nips, ubicomp, usenixatc, usenixsec"
Ruoyu Sun 0001,CUHK (SZ),CUHK (SZ),https://ruoyus.github.io,"aaai, cvpr, focs, iclr, icml, kdd, naacl, nips"
Ruoyu Wang 0001,Arizona State University,Arizona State University,https://ruoyuwang.me,"aaai, asplos, ccs, issta, ndss, oakland, osdi, usenixsec"
Ruozhou Yu,North Carolina State University,North Carolina State University,https://people.engr.ncsu.edu/ryu5,rtas
Rupak Majumdar,Max Planck Society,Max Planck Society,https://www.mpi-sws.org/~rupak,"aaai, ase, cav, dac, emsoft, eurosys, fse, iccad, icse, ijcai, issta, lics, nips, oopsla, pldi, popl, rtss, stoc"
Rupeng Yang,University of Wollongong,University of Wollongong,https://scholars.uow.edu.au/rupeng-yang,"crypto, eurocrypt, oakland"
Ruqi Zhang,Purdue University,Purdue University,https://ruqizhang.github.io,"aaai, iccv, iclr, icml, ijcai, iros, nips"
Ruslan Nikolaev 0001,Pennsylvania State University,Pennsylvania State University,https://rusnikola.github.io,"asplos, eurosys, pldi, sosp"
Russ Joseph,Northwestern University,Northwestern University,http://www.ece.northwestern.edu/~rjoseph,"asplos, dac, hpca, isca, micro"
Russ Miller,University at Buffalo,University at Buffalo,https://www.cse.buffalo.edu/faculty/miller,"cvpr, hpdc, sc"
Russ Tedrake,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://groups.csail.mit.edu/locomotion/russt.html,"cvpr, iccad, iclr, icml, icra, iros, nips, rss"
Russell Greiner,University of Alberta,University of Alberta,https://webdocs.cs.ualberta.ca/~greiner,"aaai, acl, eccv, iclr, icml, icra, ijcai, nips, pods"
Russell H. Taylor,Johns Hopkins University,Johns Hopkins University,http://www.cs.jhu.edu/~rht,"aaai, cvpr, eccv, iccv, icra, iros, vis"
Russell Harmer,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/russell.harmer,lics
Russell Impagliazzo,Univ. of California - San Diego,Univ. of California - San Diego,https://cseweb.ucsd.edu/~russell,"crypto, eurocrypt, focs, lics, soda, stoc"
Russell W. F. Lai,Aalto University,Aalto University,https://www.aalto.fi/en/people/russell-w-f-lai,"ccs, crypto, eurocrypt, oakland, pets, usenixsec"
Ruta Mehta,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rutameht,"aaai, ec, icml, ijcai, nips, soda, stoc, wine"
Ruth Urner,York University,York University,https://www.eecs.yorku.ca/~ruth,"aaai, icml, nips, wine"
Ruwan B. Tennakoon,RMIT University,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/t/tennakoon-dr-ruwan,cvpr
Ruzena Bajcsy,University of Pennsylvania,University of Pennsylvania,https://www.grasp.upenn.edu/people/ruzena-bajcsy,"cvpr, eccv, iccv, icra, ijcai, iros, sensys, siggraph"
Ruzica Piskac,Yale University,Yale University,http://www.cs.yale.edu/~piskac,"aaai, ase, cav, ccs, iccad, ijcai, issta, nsdi, oopsla, pldi, sigcse, sigmod, usenixsec"
Ryan B. Hayward,University of Alberta,University of Alberta,https://webdocs.cs.ualberta.ca/~hayward,"aaai, ijcai, soda"
Ryan Baker 0001,University of Pennsylvania,University of Pennsylvania,http://www.upenn.edu/learninganalytics/ryanbaker/index.html,"chiconf, sigcse"
Ryan Cotterell,ETH Zurich,ETH Zurich,https://ryancotterell.github.io,"aaai, acl, cvpr, emnlp, iclr, icml, iros, naacl, nips, vis"
Ryan Farrell,Brigham Young University,Brigham Young University,https://faculty.cs.byu.edu/~farrell,"cvpr, eccv, iccv, rss, uist"
Ryan Henry,University of Calgary,University of Calgary,http://homes.soic.indiana.edu/henry,"ccs, ndss, oakland, pets, usenixsec"
Ryan Kastner,Univ. of California - San Diego,Univ. of California - San Diego,http://kastner.ucsd.edu,"asplos, ccs, dac, hpca, iccad, isca, oakland"
Ryan Kok Leong Ko,University of Queensland,University of Queensland,https://researchers.uq.edu.au/researcher/23784,"nips, oakland, www"
Ryan Marcus,University of Pennsylvania,University of Pennsylvania,https://rmarcus.info,"nips, nsdi, sigmod, vldb"
Ryan O'Donnell,Carnegie Mellon University,Carnegie Mellon University,http://www.cs.cmu.edu/~odonnell,"focs, soda, stoc"
Ryan P. Adams,Princeton University,Princeton University,https://www.cs.princeton.edu/~rpa,"aaai, asplos, cvpr, ec, iclr, icml, icra, ijcai, nips"
Ryan P. McMahan,Virginia Tech,Virginia Tech,https://website.cs.vt.edu/people/faculty/ryan-p-mcmahan.html,"chiconf, vr"
Ryan Shea,Simon Fraser University,Simon Fraser University,http://www.sfu.ca/~rws1,"emnlp, sigmod, usenixatc"
Ryan St. Pierre,University at Buffalo,University at Buffalo,https://cse.buffalo.edu/~ryans,icra
Ryan Stansifer,Florida Institute of Technology,Florida Institute of Technology,https://cs.fit.edu/~ryan,popl
